,hero_name,stat_name,stat_category
1112,McCree,Deadeye Kills,hero_specific
1113,McCree,Deaths,general
1114,McCree,Eliminations,general
1115,McCree,Fan the Hammer Kills,hero_specific
1116,McCree,Final Blows,general
1117,McCree,Healing Received,general
1118,McCree,Hero Damage Done,general
1119,McCree,Melee Final Blows,some_shared
1120,McCree,Objective Kills,general
1121,McCree,Objective Time,general
1122,McCree,Quick Melee Accuracy,some_shared
1123,McCree,Quick Melee Hits,some_shared
1124,McCree,Quick Melee Ticks,some_shared
1125,McCree,Shots Fired,some_shared
1126,McCree,Shots Hit,some_shared
1127,McCree,Shots Missed,some_shared
1128,McCree,Time Alive,general
1129,McCree,Time Building Ultimate,general
1130,McCree,Time Elapsed per Ultimate Earned,general
1131,McCree,Time Hacked,some_shared
1132,McCree,Time Holding Ultimate,general
1133,McCree,Time Played,general
1134,McCree,Ultimates Earned - Fractional,general
1135,McCree,Ultimates Used,general
1136,McCree,Weapon Accuracy,some_shared
1192,Reinhardt,Assists,general
1202,Reinhardt,Fire Strike Kills,hero_specific
1252,Winston,Solo Kills,general
1267,Wrecking Ball,Adaptive Shield Uses,hero_specific
1268,Wrecking Ball,Air Uptime,hero_specific
1269,Wrecking Ball,Air Uptime Percentage,hero_specific
1270,Wrecking Ball,All Damage Done,general
1271,Wrecking Ball,Assists,general
1273,Wrecking Ball,Barrier Damage Done,general
1274,Wrecking Ball,Damage - Grappling Claw,hero_specific
1275,Wrecking Ball,Damage - Minefield,hero_specific
1276,Wrecking Ball,Damage - Piledriver,hero_specific
1277,Wrecking Ball,Damage - Quick Melee,some_shared
1278,Wrecking Ball,Damage - Weapon,some_shared
1279,Wrecking Ball,Damage Taken,general
1280,Wrecking Ball,Damage Taken - Adaptive Shield,hero_specific
1281,Wrecking Ball,Damage Taken - Ball,hero_specific
1282,Wrecking Ball,Damage Taken - Tank,hero_specific
1283,Wrecking Ball,Deaths,general
1284,Wrecking Ball,Eliminations,general
1285,Wrecking Ball,Final Blows,general
1286,Wrecking Ball,Grappling Claw Impacts,hero_specific
1287,Wrecking Ball,Grappling Claw Kills,hero_specific
1289,Wrecking Ball,Healing Received,general
1290,Wrecking Ball,Hero Damage Done,general
1291,Wrecking Ball,Knockback Kills,some_shared
1292,Wrecking Ball,Minefield Kills,hero_specific
1293,Wrecking Ball,Objective Kills,general
1294,Wrecking Ball,Objective Time,general
1295,Wrecking Ball,Piledriver Kills,hero_specific
1296,Wrecking Ball,Piledriver Uses,hero_specific
1297,Wrecking Ball,Players Knocked Back,some_shared
1298,Wrecking Ball,Quick Melee Accuracy,some_shared
1299,Wrecking Ball,Quick Melee Hits,some_shared
1300,Wrecking Ball,Quick Melee Ticks,some_shared
1304,Wrecking Ball,Shielding - Adaptive Shield,hero_specific
1305,Wrecking Ball,Shots Fired,some_shared
1306,Wrecking Ball,Shots Hit,some_shared
1307,Wrecking Ball,Shots Missed,some_shared
1311,Wrecking Ball,Time Hacked,some_shared
1312,Wrecking Ball,Time Holding Ultimate,general
1315,Wrecking Ball,Ultimates Used,general
1316,Wrecking Ball,Weapon Accuracy,some_shared
1373,Brigitte,Time Hacked,some_shared
1460,D.Va,Damage - Self Destruct,hero_specific
1492,Sigma,Accretion Kills,hero_specific
1493,Sigma,Accretion Stuns,hero_specific
1494,Sigma,All Damage Done,general
1495,Sigma,Assists,general
1496,Sigma,Average Time Alive,general
1497,Sigma,Barrier Damage Done,general
1498,Sigma,Damage - Accretion,hero_specific
1499,Sigma,Damage - Hyperspheres,hero_specific
1500,Sigma,Damage - Quick Melee,some_shared
1501,Sigma,Damage Absorbed,hero_specific
1502,Sigma,Damage Blocked,some_shared
1503,Sigma,Damage Taken,general
1504,Sigma,Deaths,general
1505,Sigma,Eliminations,general
1506,Sigma,Final Blows,general
1507,Sigma,Gravitic Flux Damage Done,hero_specific
1508,Sigma,Gravitic Flux Kills,hero_specific
1509,Sigma,Healing Received,general
1510,Sigma,Hero Damage Done,general
1511,Sigma,Hyperspheres Direct Hits,hero_specific
1512,Sigma,Objective Kills,general
1513,Sigma,Objective Time,general
1514,Sigma,Offensive Assists,some_shared
1515,Sigma,Quick Melee Accuracy,some_shared
1516,Sigma,Quick Melee Hits,some_shared
1517,Sigma,Quick Melee Ticks,some_shared
1518,Sigma,Time Alive,general
1519,Sigma,Time Building Ultimate,general
1520,Sigma,Time Elapsed per Ultimate Earned,general
1521,Sigma,Time Hacked,some_shared
1522,Sigma,Time Holding Ultimate,general
1523,Sigma,Time Played,general
1524,Sigma,Ultimates Earned - Fractional,general
1525,Sigma,Ultimates Used,general
1553,Hanzo,All Damage Done,general
1554,Hanzo,Average Time Alive,general
1555,Hanzo,Barrier Damage Done,general
1556,Hanzo,Critical Hit Accuracy,some_shared
1557,Hanzo,Critical Hit Kills,some_shared
1558,Hanzo,Critical Hits,some_shared
1559,Hanzo,Damage - Dragonstrike,hero_specific
1560,Hanzo,Damage - Quick Melee,some_shared
1561,Hanzo,Damage - Sonic,hero_specific
1562,Hanzo,Damage - Storm Arrows,hero_specific
1563,Hanzo,Damage - Weapon,some_shared
1564,Hanzo,Damage Taken,general
1565,Hanzo,Deaths,general
1566,Hanzo,Dragonstrike Efficiency,hero_specific
1567,Hanzo,Dragonstrike Kills,hero_specific
1568,Hanzo,Eliminations,general
1569,Hanzo,Final Blows,general
1570,Hanzo,Healing Received,general
1571,Hanzo,Hero Damage Done,general
1572,Hanzo,Infra-Sight Efficiency,some_shared
1573,Hanzo,Objective Kills,general
1574,Hanzo,Objective Time,general
1575,Hanzo,Quick Melee Accuracy,some_shared
1576,Hanzo,Quick Melee Hits,some_shared
1577,Hanzo,Quick Melee Ticks,some_shared
1578,Hanzo,Recon Assists,some_shared
1579,Hanzo,Shots Fired,some_shared
1580,Hanzo,Shots Hit,some_shared
1581,Hanzo,Shots Missed,some_shared
1582,Hanzo,Solo Kills,general
1583,Hanzo,Storm Arrow Kills,hero_specific
1584,Hanzo,Time Alive,general
1585,Hanzo,Time Building Ultimate,general
1586,Hanzo,Time Elapsed per Ultimate Earned,general
1587,Hanzo,Time Holding Ultimate,general
1588,Hanzo,Time Played,general
1589,Hanzo,Ultimates Earned - Fractional,general
1590,Hanzo,Ultimates Used,general
1591,Hanzo,Weapon Accuracy,some_shared
1601,Mei,Damage - Quick Melee,some_shared
1609,Mei,Final Blows,general
1616,Mei,Quick Melee Accuracy,some_shared
1617,Mei,Quick Melee Hits,some_shared
1664,Reinhardt,Charge Kills,hero_specific
1672,Reinhardt,Earthshatter Efficiency,hero_specific
1673,Reinhardt,Earthshatter Kills,hero_specific
1680,Reinhardt,Knockback Kills,some_shared
1682,Reinhardt,Offensive Assists,some_shared
1709,Winston,Environmental Deaths,some_shared
1717,Winston,Multikills,general
1777,D.Va,Critical Hit Kills,some_shared
1813,Zarya,All Damage Done,general
1814,Zarya,Assists,general
1815,Zarya,Average Energy,hero_specific
1816,Zarya,Average Time Alive,general
1817,Zarya,Barrier Damage Done,general
1818,Zarya,Damage - Graviton Surge,hero_specific
1819,Zarya,Damage - Quick Melee,some_shared
1820,Zarya,Damage - Weapon Primary,some_shared
1821,Zarya,Damage - Weapon Secondary,some_shared
1822,Zarya,Damage Blocked,some_shared
1823,Zarya,Damage Taken,general
1824,Zarya,Deaths,general
1825,Zarya,Defensive Assists,some_shared
1826,Zarya,Eliminations,general
1827,Zarya,Energy Maximum,hero_specific
1828,Zarya,Final Blows,general
1829,Zarya,Graviton Surge Efficiency,hero_specific
1830,Zarya,Graviton Surge Kills,hero_specific
1831,Zarya,Healing Received,general
1832,Zarya,Hero Damage Done,general
1833,Zarya,High Energy Kills,hero_specific
1834,Zarya,Lifetime Energy Accumulation,hero_specific
1835,Zarya,Multikills,general
1836,Zarya,Objective Kills,general
1837,Zarya,Objective Time,general
1838,Zarya,Offensive Assists,some_shared
1839,Zarya,Primary Fire Accuracy,some_shared
1840,Zarya,Primary Fire Hits,some_shared
1841,Zarya,Primary Fire Ticks,some_shared
1842,Zarya,Projected Barrier Damage Blocked,hero_specific
1843,Zarya,Projected Barriers Applied,hero_specific
1844,Zarya,Quick Melee Accuracy,some_shared
1845,Zarya,Quick Melee Hits,some_shared
1846,Zarya,Quick Melee Ticks,some_shared
1847,Zarya,Shots Fired,some_shared
1848,Zarya,Shots Hit,some_shared
1849,Zarya,Shots Missed,some_shared
1850,Zarya,Time Alive,general
1851,Zarya,Time Building Ultimate,general
1852,Zarya,Time Elapsed per Ultimate Earned,general
1853,Zarya,Time Hacked,some_shared
1854,Zarya,Time Holding Ultimate,general
1855,Zarya,Time Played,general
1856,Zarya,Ultimates Earned - Fractional,general
1857,Zarya,Ultimates Used,general
1858,Zarya,Weapon Accuracy,some_shared
1903,Lúcio,Environmental Kills,some_shared
1912,Lúcio,Melee Final Blows,some_shared
1972,Ana,Damage - Quick Melee,some_shared
1988,Ana,Melee Final Blows,some_shared
1995,Ana,Quick Melee Accuracy,some_shared
1996,Ana,Quick Melee Hits,some_shared
2102,Doomfist,Final Blows,general
2106,Doomfist,Meteor Strike Efficiency,hero_specific
2107,Doomfist,Meteor Strike Kills,hero_specific
2108,Doomfist,Objective Kills,general
2208,Baptiste,Amplification Matrix Assists,hero_specific
2210,Baptiste,Amplification Matrix Efficiency,hero_specific
2217,Baptiste,Critical Hit Kills,some_shared
2235,Baptiste,Immortality Field Deaths Prevented,hero_specific
2238,Baptiste,Offensive Assists,some_shared
2245,Baptiste,Solo Kills,general
2299,Mei,Objective Kills,general
2319,Pharah,Average Time Alive,general
2320,Pharah,Time Alive,general
2321,Pharah,Time Building Ultimate,general
2322,Pharah,Time Elapsed per Ultimate Earned,general
2323,Pharah,Time Played,general
2324,Pharah,Ultimates Earned - Fractional,general
2382,Hanzo,Assists,general
2452,Widowmaker,All Damage Done,general
2453,Widowmaker,Average Time Alive,general
2454,Widowmaker,Barrier Damage Done,general
2455,Widowmaker,Shots Fired,some_shared
2456,Widowmaker,Time Alive,general
2457,Widowmaker,Time Building Ultimate,general
2458,Widowmaker,Time Elapsed per Ultimate Earned,general
2459,Widowmaker,Time Played,general
2460,Widowmaker,Ultimates Earned - Fractional,general
2499,Reinhardt,Environmental Deaths,some_shared
2504,Reinhardt,Objective Kills,general
2569,Lúcio,Multikills,general
2639,D.Va,Environmental Kills,some_shared
2651,D.Va,Self Destruct Efficiency,hero_specific
2652,D.Va,Self-Destruct Kills,hero_specific
2724,Hanzo,Time Discorded,some_shared
2738,Mei,Critical Hit Kills,some_shared
2797,Orisa,All Damage Done,general
2798,Orisa,Assists,general
2799,Orisa,Average Time Alive,general
2800,Orisa,Barrier Damage Done,general
2801,Orisa,Critical Hit Kills,some_shared
2802,Orisa,Damage - Weapon,some_shared
2803,Orisa,Damage Amplified,some_shared
2804,Orisa,Damage Blocked,some_shared
2805,Orisa,Damage Taken,general
2806,Orisa,Deaths,general
2807,Orisa,Eliminations,general
2808,Orisa,Final Blows,general
2809,Orisa,Healing Received,general
2810,Orisa,Hero Damage Done,general
2811,Orisa,Objective Kills,general
2812,Orisa,Objective Time,general
2813,Orisa,Offensive Assists,some_shared
2814,Orisa,Players Halted,hero_specific
2815,Orisa,Quick Melee Ticks,some_shared
2816,Orisa,Shots Fired,some_shared
2817,Orisa,Shots Hit,some_shared
2818,Orisa,Shots Missed,some_shared
2819,Orisa,Supercharger Assists,hero_specific
2820,Orisa,Supercharger Efficiency,hero_specific
2821,Orisa,Time Alive,general
2822,Orisa,Time Building Ultimate,general
2823,Orisa,Time Discorded,some_shared
2824,Orisa,Time Elapsed per Ultimate Earned,general
2825,Orisa,Time Holding Ultimate,general
2826,Orisa,Time Played,general
2827,Orisa,Ultimates Earned - Fractional,general
2828,Orisa,Ultimates Used,general
2829,Orisa,Weapon Accuracy,some_shared
2893,Wrecking Ball,Time Discorded,some_shared
2954,Brigitte,Time Discorded,some_shared
3105,Sigma,Time Discorded,some_shared
3175,Baptiste,Time Discorded,some_shared
3215,Doomfist,Critical Hit Kills,some_shared
3230,Doomfist,Melee Final Blows,some_shared
3242,Doomfist,Solo Kills,general
3252,Genji,All Damage Done,general
3253,Genji,Assists,general
3254,Genji,Average Time Alive,general
3255,Genji,Barrier Damage Done,general
3256,Genji,Critical Hit Accuracy,some_shared
3257,Genji,Critical Hits,some_shared
3258,Genji,Damage - Deflect,hero_specific
3259,Genji,Damage - Dragonblade,hero_specific
3260,Genji,Damage - Dragonblade Total,hero_specific
3261,Genji,Damage - Quick Melee,some_shared
3262,Genji,Damage - Swift Strike,hero_specific
3263,Genji,Damage - Swift Strike Dragonblade,hero_specific
3264,Genji,Damage - Weapon Primary,some_shared
3265,Genji,Damage - Weapon Secondary,some_shared
3266,Genji,Damage Reflected,hero_specific
3267,Genji,Damage Taken,general
3268,Genji,Deaths,general
3269,Genji,Deflection Kills,hero_specific
3270,Genji,Dragonblade Efficiency,hero_specific
3271,Genji,Dragonblade Kills,hero_specific
3272,Genji,Dragonblades,hero_specific
3273,Genji,Eliminations,general
3274,Genji,Final Blows,general
3275,Genji,Healing Received,general
3276,Genji,Hero Damage Done,general
3277,Genji,Melee Final Blows,some_shared
3278,Genji,Objective Kills,general
3279,Genji,Objective Time,general
3280,Genji,Quick Melee Accuracy,some_shared
3281,Genji,Quick Melee Hits,some_shared
3282,Genji,Quick Melee Ticks,some_shared
3283,Genji,Shots Fired,some_shared
3284,Genji,Shots Hit,some_shared
3285,Genji,Shots Missed,some_shared
3286,Genji,Solo Kills,general
3287,Genji,Time Alive,general
3288,Genji,Time Building Ultimate,general
3289,Genji,Time Discorded,some_shared
3290,Genji,Time Elapsed per Ultimate Earned,general
3291,Genji,Time Holding Ultimate,general
3292,Genji,Time Played,general
3293,Genji,Ultimates Earned - Fractional,general
3294,Genji,Ultimates Used,general
3295,Genji,Weapon Accuracy,some_shared
3369,Zenyatta,Critical Hit Kills,some_shared
3386,Zenyatta,Multikills,general
3396,Zenyatta,Solo Kills,general
3482,Sombra,Critical Hit Kills,some_shared
3532,Tracer,Multikills,general
3595,Hanzo,Environmental Deaths,some_shared
3631,McCree,Multikills,general
3638,McCree,Solo Kills,general
3677,Widowmaker,Critical Hit Accuracy,some_shared
3678,Widowmaker,Critical Hits,some_shared
3679,Widowmaker,Damage - Weapon,some_shared
3680,Widowmaker,Damage - Weapon Scoped,some_shared
3681,Widowmaker,Damage Taken,general
3682,Widowmaker,Deaths,general
3683,Widowmaker,Healing Received,general
3684,Widowmaker,Hero Damage Done,general
3685,Widowmaker,Infra-sight Uptime,hero_specific
3686,Widowmaker,Quick Melee Ticks,some_shared
3687,Widowmaker,Scoped Accuracy,some_shared
3688,Widowmaker,Scoped Critical Hit Accuracy,some_shared
3689,Widowmaker,Scoped Critical Hits,some_shared
3690,Widowmaker,Scoped Hits,some_shared
3691,Widowmaker,Scoped Shots,some_shared
3693,Widowmaker,Shots Hit,some_shared
3694,Widowmaker,Shots Missed,some_shared
3698,Widowmaker,Time Holding Ultimate,general
3701,Widowmaker,Ultimates Used,general
3702,Widowmaker,Weapon Accuracy,some_shared
3741,Orisa,Multikills,general
3799,Wrecking Ball,Critical Hit Kills,some_shared
3990,D.Va,Damage - Call Mech,hero_specific
4054,Sigma,Solo Kills,general
4095,Echo,Critical Hit Kills,some_shared
4113,Echo,Multikills,general
4132,Soldier: 76,Time Alive,general
4133,Soldier: 76,Time Building Ultimate,general
4148,Sombra,Environmental Deaths,some_shared
4149,Sombra,Environmental Kills,some_shared
4160,Sombra,Solo Kills,general
4354,Moira,Time Hacked,some_shared
4409,D.Va,Melee Final Blows,some_shared
4598,Lúcio,Solo Kills,general
4637,Reaper,Assists,general
4640,Reaper,Critical Hit Accuracy,some_shared
4641,Reaper,Critical Hits,some_shared
4645,Reaper,Eliminations,general
4646,Reaper,Final Blows,general
4649,Reaper,Objective Kills,general
4650,Reaper,Objective Time,general
4651,Reaper,Quick Melee Ticks,some_shared
4660,Reaper,Time Hacked,some_shared
4661,Reaper,Time Holding Ultimate,general
4743,Ana,Environmental Deaths,some_shared
4819,Echo,Damage - Quick Melee,some_shared
4835,Echo,Quick Melee Accuracy,some_shared
4836,Echo,Quick Melee Hits,some_shared
4868,Tracer,Environmental Deaths,some_shared
5277,Zarya,Environmental Deaths,some_shared
5285,Zarya,Melee Final Blows,some_shared
5367,Echo,Solo Kills,general
5554,Zarya,Solo Kills,general
5907,Echo,Melee Final Blows,some_shared
5958,Symmetra,Primary Fire Ticks,some_shared
6528,Ashe,Multikills,general
6551,Symmetra,Shots Fired,some_shared
6552,Symmetra,Shots Missed,some_shared
6795,D.Va,Solo Kills,general
6950,Ashe,Damage - Quick Melee,some_shared
6963,Ashe,Quick Melee Accuracy,some_shared
6964,Ashe,Quick Melee Hits,some_shared
7234,Soldier: 76,All Damage Done,general
7235,Soldier: 76,Assists,general
7236,Soldier: 76,Barrier Damage Done,general
7237,Soldier: 76,Biotic Field Healing Done,hero_specific
7238,Soldier: 76,Biotic Fields Deployed,hero_specific
7239,Soldier: 76,Critical Hit Accuracy,some_shared
7240,Soldier: 76,Critical Hit Kills,some_shared
7241,Soldier: 76,Critical Hits,some_shared
7242,Soldier: 76,Damage - Helix Rockets,hero_specific
7243,Soldier: 76,Damage - Tactical Visor,hero_specific
7244,Soldier: 76,Damage - Weapon,some_shared
7245,Soldier: 76,Damage Taken,general
7246,Soldier: 76,Deaths,general
7247,Soldier: 76,Defensive Assists,some_shared
7248,Soldier: 76,Eliminations,general
7249,Soldier: 76,Final Blows,general
7250,Soldier: 76,Healing Done,some_shared
7251,Soldier: 76,Healing Received,general
7252,Soldier: 76,Helix Rocket Kills,hero_specific
7253,Soldier: 76,Hero Damage Done,general
7254,Soldier: 76,Objective Kills,general
7255,Soldier: 76,Objective Time,general
7256,Soldier: 76,Quick Melee Ticks,some_shared
7257,Soldier: 76,Self Healing,some_shared
7258,Soldier: 76,Self Healing Percent of Damage Taken,some_shared
7259,Soldier: 76,Shots Fired,some_shared
7260,Soldier: 76,Shots Hit,some_shared
7261,Soldier: 76,Shots Missed,some_shared
7262,Soldier: 76,Tactical Visor Efficiency,hero_specific
7263,Soldier: 76,Tactical Visor Kills,hero_specific
7264,Soldier: 76,Tactical Visors,hero_specific
7267,Soldier: 76,Time Elapsed per Ultimate Earned,general
7268,Soldier: 76,Time Holding Ultimate,general
7269,Soldier: 76,Time Played,general
7270,Soldier: 76,Ultimates Earned - Fractional,general
7271,Soldier: 76,Ultimates Used,general
7272,Soldier: 76,Weapon Accuracy,some_shared
7580,D.Va,Multikills,general
7627,Junkrat,Average Time Alive,general
7628,Junkrat,Quick Melee Ticks,some_shared
7629,Junkrat,Shots Fired,some_shared
7630,Junkrat,Shots Missed,some_shared
7631,Junkrat,Time Alive,general
7632,Junkrat,Time Building Ultimate,general
7633,Junkrat,Time Elapsed per Ultimate Earned,general
7634,Junkrat,Time Played,general
7635,Junkrat,Ultimates Earned - Fractional,general
7671,Mei,Solo Kills,general
7715,Lúcio,Critical Hit Kills,some_shared
7943,Lúcio,Environmental Deaths,some_shared
8081,Baptiste,Environmental Deaths,some_shared
8371,Widowmaker,Critical Hit Kills,some_shared
8376,Widowmaker,Eliminations,general
8377,Widowmaker,Final Blows,general
8382,Widowmaker,Scoped Critical Hit Kills,some_shared
8419,Roadhog,Average Time Alive,general
8420,Roadhog,Damage Taken,general
8421,Roadhog,Healing Received,general
8422,Roadhog,Time Alive,general
8423,Roadhog,Time Building Ultimate,general
8424,Roadhog,Time Elapsed per Ultimate Earned,general
8425,Roadhog,Time Played,general
8426,Roadhog,Ultimates Earned - Fractional,general
8902,Symmetra,Damage Taken,general
8903,Symmetra,Healing Received,general
9122,Roadhog,Hooks Attempted,hero_specific
9123,Roadhog,Quick Melee Ticks,some_shared
9233,Bastion,All Damage Done,general
9234,Bastion,Average Time Alive,general
9235,Bastion,Barrier Damage Done,general
9236,Bastion,Critical Hit Accuracy,some_shared
9237,Bastion,Critical Hit Kills,some_shared
9238,Bastion,Critical Hits,some_shared
9239,Bastion,Damage - Weapon Recon,hero_specific
9240,Bastion,Damage - Weapon Sentry,hero_specific
9241,Bastion,Damage - Weapon Tank,hero_specific
9242,Bastion,Damage Taken,general
9243,Bastion,Deaths,general
9244,Bastion,Eliminations,general
9245,Bastion,Final Blows,general
9246,Bastion,Healing Received,general
9247,Bastion,Hero Damage Done,general
9248,Bastion,Quick Melee Ticks,some_shared
9249,Bastion,Recon Kills,hero_specific
9250,Bastion,Self Healing,some_shared
9251,Bastion,Self Healing Percent of Damage Taken,some_shared
9252,Bastion,Sentry Kills,hero_specific
9253,Bastion,Shots Fired,some_shared
9254,Bastion,Shots Hit,some_shared
9255,Bastion,Shots Missed,some_shared
9256,Bastion,Solo Kills,general
9257,Bastion,Time Alive,general
9258,Bastion,Time Building Ultimate,general
9259,Bastion,Time Elapsed per Ultimate Earned,general
9260,Bastion,Time Holding Ultimate,general
9261,Bastion,Time Played,general
9262,Bastion,Ultimates Earned - Fractional,general
9263,Bastion,Ultimates Used,general
9264,Bastion,Weapon Accuracy,some_shared
9280,Mei,Environmental Deaths,some_shared
9556,McCree,Environmental Deaths,some_shared
9572,Pharah,All Damage Done,general
9573,Pharah,Assists,general
9575,Pharah,Barrage Efficiency,hero_specific
9576,Pharah,Barrage Kills,hero_specific
9577,Pharah,Barrier Damage Done,general
9578,Pharah,Damage - Barrage,hero_specific
9579,Pharah,Damage - Quick Melee,some_shared
9580,Pharah,Damage - Weapon,some_shared
9581,Pharah,Damage Taken,general
9582,Pharah,Deaths,general
9583,Pharah,Direct Hit Accuracy,hero_specific
9584,Pharah,Eliminations,general
9585,Pharah,Final Blows,general
9586,Pharah,Healing Received,general
9587,Pharah,Hero Damage Done,general
9588,Pharah,Objective Time,general
9589,Pharah,Quick Melee Accuracy,some_shared
9590,Pharah,Quick Melee Hits,some_shared
9591,Pharah,Quick Melee Ticks,some_shared
9592,Pharah,Rocket Barrages,hero_specific
9593,Pharah,Rocket Direct Hits,hero_specific
9594,Pharah,Shots Fired,some_shared
9595,Pharah,Shots Hit,some_shared
9596,Pharah,Shots Missed,some_shared
9600,Pharah,Time Holding Ultimate,general
9603,Pharah,Ultimates Used,general
9604,Pharah,Weapon Accuracy,some_shared
9605,Pharah,of Rockets Fired,hero_specific
9606,Symmetra,All Damage Done,general
9607,Symmetra,Assists,general
9610,Symmetra,Barrier Damage Done,general
9611,Symmetra,Damage - Sentry Turret,hero_specific
9612,Symmetra,Damage - Weapon Primary,some_shared
9613,Symmetra,Damage - Weapon Secondary,some_shared
9614,Symmetra,Damage Blocked,some_shared
9616,Symmetra,Deaths,general
9617,Symmetra,Eliminations,general
9618,Symmetra,Final Blows,general
9620,Symmetra,Hero Damage Done,general
9621,Symmetra,Objective Kills,general
9622,Symmetra,Objective Time,general
9623,Symmetra,Photon Projector Kills,hero_specific
9625,Symmetra,Primary Fire Accuracy,some_shared
9626,Symmetra,Primary Fire Average Level,hero_specific
9627,Symmetra,Primary Fire Hits,some_shared
9628,Symmetra,Primary Fire Hits Hits - Level,hero_specific
9631,Symmetra,Secondary Direct Hits,hero_specific
9632,Symmetra,Secondary Fire Accuracy,some_shared
9633,Symmetra,Sentry Turret Kills,hero_specific
9635,Symmetra,Shots Hit,some_shared
9644,Symmetra,Time Holding Ultimate,general
9647,Symmetra,Ultimates Used,general
9648,Symmetra,Weapon Accuracy,some_shared
9760,Mercy,Average Time Alive,general
9761,Mercy,Damage Amplified,some_shared
9762,Mercy,Damage Taken,general
9763,Mercy,Deaths,general
9764,Mercy,Defensive Assists,some_shared
9765,Mercy,Healing - Weapon,some_shared
9766,Mercy,Healing - Weapon Valkyrie,hero_specific
9767,Mercy,Healing Done,some_shared
9768,Mercy,Healing Received,general
9769,Mercy,Objective Time,general
9770,Mercy,Offensive Assists,some_shared
9771,Mercy,Players Resurrected,hero_specific
9772,Mercy,Players Saved,hero_specific
9773,Mercy,Quick Melee Ticks,some_shared
9774,Mercy,Self Healing,some_shared
9775,Mercy,Self Healing Percent of Damage Taken,some_shared
9776,Mercy,Time Alive,general
9777,Mercy,Time Building Ultimate,general
9778,Mercy,Time Elapsed per Ultimate Earned,general
9779,Mercy,Time Holding Ultimate,general
9780,Mercy,Time Played,general
9781,Mercy,Ultimates Earned - Fractional,general
9782,Mercy,Ultimates Used,general
9783,Mercy,Valkyrie Healing Efficiency,hero_specific
9843,Baptiste,Melee Final Blows,some_shared
9844,Baptiste,Multikills,general
9954,Sigma,Melee Final Blows,some_shared
10056,Lúcio,Turrets Destroyed,some_shared
10060,Mercy,All Damage Done,general
10061,Mercy,Assists,general
10063,Mercy,Blaster Kills,hero_specific
10064,Mercy,Damage - Weapon Pistol,hero_specific
10069,Mercy,Eliminations,general
10074,Mercy,Hero Damage Done,general
10082,Mercy,Shots Fired,some_shared
10083,Mercy,Shots Hit,some_shared
10084,Mercy,Shots Missed,some_shared
10093,Mercy,Weapon Accuracy,some_shared
10393,Mei,Turrets Destroyed,some_shared
10412,Pharah,Objective Kills,general
10483,Reinhardt,Turrets Destroyed,some_shared
10558,Echo,Time Discorded,some_shared
10590,Torbjörn,All Damage Done,general
10591,Torbjörn,Assists,general
10592,Torbjörn,Barrier Damage Done,general
10593,Torbjörn,Critical Hit Accuracy,some_shared
10594,Torbjörn,Critical Hit Kills,some_shared
10595,Torbjörn,Critical Hits,some_shared
10596,Torbjörn,Damage - Molten Core,hero_specific
10597,Torbjörn,Damage - Weapon Primary,some_shared
10598,Torbjörn,Damage Taken,general
10599,Torbjörn,Deaths,general
10600,Torbjörn,Eliminations,general
10601,Torbjörn,Final Blows,general
10602,Torbjörn,Healing Received,general
10603,Torbjörn,Hero Damage Done,general
10604,Torbjörn,Molten Core Efficiency,hero_specific
10605,Torbjörn,Molten Core Kills,hero_specific
10606,Torbjörn,Objective Kills,general
10607,Torbjörn,Objective Time,general
10608,Torbjörn,Shots Fired,some_shared
10609,Torbjörn,Shots Hit,some_shared
10610,Torbjörn,Shots Missed,some_shared
10611,Torbjörn,Solo Kills,general
10612,Torbjörn,Time Alive,general
10613,Torbjörn,Time Building Ultimate,general
10614,Torbjörn,Time Discorded,some_shared
10615,Torbjörn,Time Elapsed per Ultimate Earned,general
10616,Torbjörn,Time Holding Ultimate,general
10617,Torbjörn,Time Played,general
10618,Torbjörn,Torbjörn Kills,hero_specific
10619,Torbjörn,Turret Damage,hero_specific
10620,Torbjörn,Turret Kills,hero_specific
10621,Torbjörn,Ultimates Earned - Fractional,general
10622,Torbjörn,Ultimates Used,general
10623,Torbjörn,Weapon Accuracy,some_shared
10752,Sigma,Environmental Deaths,some_shared
10753,Sigma,Environmental Kills,some_shared
10810,Zarya,Time Discorded,some_shared
10871,Reinhardt,Time Discorded,some_shared
10896,Wrecking Ball,Environmental Deaths,some_shared
10904,Wrecking Ball,Melee Final Blows,some_shared
11057,Zenyatta,Time Discorded,some_shared
11096,Ashe,Coach Gun Kills,hero_specific
11111,Ashe,Knockback Kills,some_shared
11125,Ashe,Time Discorded,some_shared
11177,McCree,Time Discorded,some_shared
11291,Brigitte,Environmental Deaths,some_shared
11462,Wrecking Ball,Solo Kills,general
11469,Wrecking Ball,Turrets Destroyed,some_shared
11519,Echo,Environmental Deaths,some_shared
11520,Echo,Environmental Kills,some_shared
11608,Pharah,Melee Final Blows,some_shared
11624,Pharah,Turrets Destroyed,some_shared
11750,Zenyatta,Damage - Quick Melee,some_shared
11758,Zenyatta,Environmental Deaths,some_shared
11769,Zenyatta,Quick Melee Accuracy,some_shared
11770,Zenyatta,Quick Melee Hits,some_shared
11786,Zenyatta,Turrets Destroyed,some_shared
11823,Ashe,Critical Hit Kills,some_shared
11836,Ashe,Environmental Kills,some_shared
11849,Ashe,Scoped Critical Hit Kills,some_shared
